wds_id,wds_dd,wds_comp,wsi_ra_deg,wsi_dec_deg,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2
00175+0019,STF  23AB,AB,4.3667,0.3208,2020.9388,y,10.6557,0.0296,215.66,0.16,3.5,0.0,*,1,1,Gaia DR3 2545534624218675328,Gaia DR3 2545533146751544448,.,.
00185+2608,STF  24,AB,4.625,26.1403,2020.8815,y,5.2175,0.0038,247.05,0.04,0.9,0.0,*,1,1,Gaia DR3 2855664523217151744,Gaia DR3 2855664145260029568,.,.
00253+3230,STF  29,AB,6.325,32.5033,2020.8841,y,5.2516,0.0017,167.22,0.02,0.3,0.0,*,1,1,Gaia DR3 2862908793015820928,Gaia DR3 2862908788720038400,.,.
00310+3406,STF  33,AB,7.7417,34.0981,2020.8842,y,2.7838,0.0033,212.63,0.07,1.8,0.0,:,1,1,Gaia DR3 365106240596798848,Gaia DR3 365106240596798976,.,.
00399+2126,STF  46,AB,9.9792,21.4383,2020.8856,y,6.5978,0.0556,194.59,0.01,5.4,1.15,*,2,2,Gaia DR3 2802425379926374144,Gaia DR3 2802425345566637056,.,.
00442+4614,STF  52,AB,11.0458,46.2356,2020.8829,y,1.3933,0.0006,2.03,0.02,1.3,0.0,q,1,1,Gaia DR3 389688601879413248,Gaia DR3 389688606176165248,.,.
00503+3548,STF  62,AB,12.5667,35.8025,2020.9484,V,11.8567,0.0023,303.14,0.01,0.9,0.0,:,1,1,Gaia DR3 364092387797060224,Gaia DR3 364092387796561920,.,.
00527+6852,STF  65,AB,13.1875,68.8664,2020.8885,y,3.1856,0.0004,220.07,0.01,1.1,0.0,*,1,1,Gaia DR3 526880238249368576,Gaia DR3 526880233958586112,.,.
00521+1036,STF  67,AB,13.0292,10.6008,2021.8631,y,2.3032,0.0036,348.71,0.22,0.9,0.3091,:,9,3,Gaia DR3 2582605066775095808,Gaia DR3 2582605066773322496,.,.
00550+2338,STF  73AB,AB,13.7417,23.6283,2020.9766,y,1.1775,0.0033,335.6,0.26,0.7,0.216,*,9,3,Gaia DR3 2803936143261926272,Gaia DR3 2803936138967498624,.,.
00550+2338,STF  73AB,AB,13.7417,23.6283,2021.0605,y,1.1875,0.006,335.72,0.25,0.4,0.0073,*,4,1,Gaia DR3 2803936143261926272,Gaia DR3 2803936138967498624,.,.
00548+0926,STF  74,AB,13.6875,9.4286,2020.9429,V,3.1031,0.0008,299.82,0.01,1.2,0.0,*,1,1,Gaia DR3 2581869493492245120,Gaia DR3 2581869497787494656,.,.
01055+1523,STF  87,AB,16.3708,15.39,2021.8852,V,6.0175,0.0096,203.52,0.06,0.8,0.0246,*,3,1,Gaia DR3 2783518418493208832,Gaia DR3 2783518212334778880,.,.
01055+1523,STF  87,AB,16.3708,15.39,2021.8878,y,6.0001,0.0311,203.32,0.31,0.9,0.0816,*,9,3,Gaia DR3 2783518418493208832,Gaia DR3 2783518212334778880,.,.
01057+2128,STF  88AB,AB,16.4167,21.4731,2021.7458,y,29.784,0.0133,159.28,0.02,0.3,0.0617,*,3,1,Gaia DR3 2790497534190737152,Gaia DR3 2790497465471261568,.,.
01057+2128,STF  88AB,AB,16.4167,21.4731,2021.8979,y,29.7766,0.306,159.25,0.2,0.3,0.0,*,9,3,Gaia DR3 2790497534190737152,Gaia DR3 2790497465471261568,.,.
01058+0455,STF  90AB,AB,16.4542,4.9086,2021.896,y,33.0974,0.0012,83.58,0.0,1.1,0.0,*,1,1,Gaia DR3 2552059091858705024,Gaia DR3 2552059469815827456,.,.
01105-0458,STF  95,AB,17.6167,-4.9625,2021.9532,y,13.892,0.0041,310.81,0.02,2.4,0.0,:,1,1,Gaia DR3 2482920460674353664,Gaia DR3 2482920460674736640,.,.
01127+6501,STF  96,AB,18.1708,65.0089,2020.8884,y,0.9205,0.0006,287.09,0.03,1.2,0.0,,1,1,,,$,$
01137+0735,STF 100AB,AB,18.4292,7.5753,2020.943,y,23.0254,0.0005,62.76,0.0,1.8,0.0,*,1,1,Gaia DR3 2577061092921353984,Gaia DR3 2577061260424130304,.,.
01137+0735,STF 100AB,AB,18.4292,7.5753,2021.9532,y,22.8067,0.001,62.92,0.0,1.9,0.0,*,1,1,Gaia DR3 2577061092921353984,Gaia DR3 2577061260424130304,.,.
01189+6610,STF 105AB,AB,19.7375,66.1578,2020.8884,y,2.986,0.0083,184.32,0.04,1.0,0.0416,*,2,1,Gaia DR3 525362804830510336,Gaia DR3 525362809132485248,.,.
01163-0709,STF 106,AB,19.0667,-7.1489,2020.8583,V,4.6062,0.0012,306.44,0.02,0.2,0.0,*,1,1,Gaia DR3 2475490613928920832,Gaia DR3 2475490613928920576,.,.
01200+6355,STF 109AB,AB,20.0125,65.8856,2020.8884,V,7.2349,0.0029,10.65,0.02,1.5,0.0,:,1,1,Gaia DR3 524682383233139840,Gaia DR3 524682383233139200,.,.
01200+6355,STF 109AB,AB,20.0125,65.8856,2020.8884,y,7.2282,0.0045,10.67,0.04,0.8,0.0,*,1,1,Gaia DR3 524682383233139840,Gaia DR3 524682383233139200,.,.
01198-0031,"STF 113A,BC","A,BC",19.95,-0.5089,2020.8583,y,1.5928,0.0002,21.63,0.01,0.6,0.0,*,1,1,Gaia DR3 2533762977853808640,,.,$
01234+5809,STF 115AB,AB,20.8375,58.1431,2020.8885,V,0.5149,0.0005,156.23,0.05,0.7,0.0,,1,1,Gaia DR3 413815219887300224,,.,$
01234+5809,STF 115AB,AB,20.8375,58.1431,2020.9249,y,0.4872,0.0008,157.57,0.43,0.4,0.0433,,6,4,Gaia DR3 413815219887300224,,.,$
01234+5809,STF 115AB,AB,20.8375,58.1431,2021.8003,y,0.4963,0.0029,157.01,0.27,0.4,0.0427,,3,1,Gaia DR3 413815219887300224,,.,$
01234+5809,STF 115AB,AB,20.8375,58.1431,2021.9451,y,0.4976,0.0079,156.86,0.14,0.5,0.1886,,9,3,Gaia DR3 413815219887300224,,.,$
01234+5809,STF 115AB,AB,20.8375,58.1431,2022.027,y,0.5025,0.0069,155.52,0.48,0.6,0.0722,:,3,1,Gaia DR3 413815219887300224,,.,$
01259+6808,STF 117CD,CD,21.4792,68.1297,2021.7978,V,2.8749,0.0044,252.95,0.09,1.6,0.0,:,1,1,Gaia DR3 531667443162413184,Gaia DR3 531667443162413312,.,.
01250-0557,STF 120,AB,21.25,-5.9464,2020.8583,V,7.4353,0.0181,278.13,0.14,4.3,0.0,*,1,1,Gaia DR3 2479044957064527488,Gaia DR3 2479044957064527360,.,.
01269+0332,STF 122,AB,21.7208,3.5356,2020.943,V,5.989,0.0038,328.95,0.04,4.0,0.0,*,1,1,Gaia DR3 2560096418778511744,Gaia DR3 2560096418778511360,.,.
01332+6041,STF 131AB,AB,23.3083,60.6864,2021.9151,y,13.7338,0.0001,143.17,0.0,4.4,0.0,,1,1,Gaia DR3 509863199881958656,Gaia DR3 509863195576354816,.,.
01332+6041,STF 131AC,AC,23.3083,60.6864,2021.9151,y,28.345,0.0023,145.48,0.0,7.5,0.0,,1,1,Gaia DR3 509863199881958656,Gaia DR3 509863199881962368,.,.
01328+3551,STF 133AB,AB,23.1958,35.8428,2020.9389,y,3.0261,0.0051,191.17,0.1,4.2,0.0,*,1,1,Gaia DR3 319018836329247360,,.,$
01341+3612,"STF 135AB,C","AB,C",23.5458,36.19,2020.9389,y,8.0013,0.0221,258.6,0.16,3.3,0.0,*,1,1,Gaia DR3 319124217646931968,Gaia DR3 319124217647273216,.,.
01341+3612,"STF 135AB,C","AB,C",23.5458,36.19,2021.8769,y,8.1733,0.0,258.39,0.0,3.0,0.0,,1,1,Gaia DR3 319124217646931968,Gaia DR3 319124217647273216,.,.
01341+3612,"STF 135AB,D","AB,D",23.5458,36.19,2021.8769,y,51.0265,0.0,50.48,0.0,3.7,0.0,,1,1,Gaia DR3 319124217646931968,Gaia DR3 319124114567715968,.,.
01360+0739,STF 138AB,AB,24.0083,7.645,2020.8802,y,1.6927,0.0014,60.63,0.05,2.0,0.0,,1,1,Gaia DR3 2565814669516336128,Gaia DR3 2565814669516897024,.,.
01393+5257,STF 139AB,AB,24.825,52.9533,2020.9404,V,9.2805,0.004,39.16,0.02,1.4,0.0,:,1,1,Gaia DR3 407217501583164160,Gaia DR3 407217879540284416,.,.
01393+5257,STF 139AB,AB,24.825,52.9533,2020.9404,y,9.207,0.0061,39.26,0.04,0.2,0.0,*,1,1,Gaia DR3 407217501583164160,Gaia DR3 407217879540284416,.,.
01401+3858,STF 141,AB,21.7583,37.7183,2020.883,C,1.7001,0.0004,303.57,0.01,0.4,0.0,*,1,1,Gaia DR3 322779986437217792,Gaia DR3 322779990729419520,.,.
01401+3858,STF 141,AB,21.7583,37.7183,2020.883,y,1.6856,0.0005,303.83,0.02,0.6,0.0,*,1,1,Gaia DR3 322779986437217792,Gaia DR3 322779990729419520,.,.
01466+6116,STF 153,AB,26.6417,61.2625,2020.9212,V,7.7791,0.0047,68.68,0.03,1.3,0.0,*,1,1,Gaia DR3 511217828255340672,Gaia DR3 511217832565211520,.,.
01466+6116,STF 153,AB,26.6417,61.2625,2020.9212,y,7.7781,0.0035,68.74,0.03,1.3,0.0,*,1,1,Gaia DR3 511217828255340672,Gaia DR3 511217832565211520,.,.
01450+4342,STF 154,AB,26.2583,43.7061,2020.9484,V,5.1597,0.0019,126.61,0.02,0.1,0.0,*,1,1,Gaia DR3 350164427333524096,Gaia DR3 350164427333524224,.,.
01493+4754,STF 162AB,AB,27.3125,47.8964,2020.939,y,1.971,0.0005,197.44,0.01,1.4,0.0,*,1,1,,Gaia DR3 357046923445911040,$,.
01535+1918,STF 180AB,AB,28.3792,19.2939,2020.8885,V,7.4203,0.002,0.6999999999999886,0.02,0.1,0.0,*,1,1,Gaia DR3 93806419367308544,Gaia DR3 93806419367307904,.,.
01535+1918,STF 180AB,AB,28.3792,19.2939,2020.8885,y,7.3609,0.0005,0.8199999999999932,0.0,0.1,0.0,*,1,1,Gaia DR3 93806419367308544,Gaia DR3 93806419367307904,.,.
01535+1918,STF 180AB,AB,28.3792,19.2939,2021.8694,y,7.3446,0.0403,0.78,0.27,1.4,1.253,*,12,4,Gaia DR3 93806419367308544,Gaia DR3 93806419367307904,.,.
01535+1918,STF 180AB,AB,28.3792,19.2939,2022.0846,y,7.3024,0.0316,0.9800000000000182,0.09,0.1,0.0089,*,3,1,Gaia DR3 93806419367308544,Gaia DR3 93806419367307904,.,.
01564+6116,STF 182AB,AB,29.0958,61.2811,2020.9225,y,3.6379,0.0009,124.7,0.01,0.1,0.0,*,1,1,Gaia DR3 508263337433183104,Gaia DR3 508263337436070656,.,.
01559+0151,STF 186,AB,28.9708,1.8497,2020.9243,y,0.6139,0.0094,76.37,1.14,0.8,0.5185,,9,3,Gaia DR3 2511415438379573504,,.,$
01559+0151,STF 186,AB,28.9708,1.8497,2021.0496,y,0.6116,0.0081,76.41,0.46,0.4,0.15,,6,2,Gaia DR3 2511415438379573504,,.,$
01559+0151,STF 186,AB,28.9708,1.8497,2021.8551,y,0.5996,0.0036,77.02,0.07,0.4,0.0365,,3,1,Gaia DR3 2511415438379573504,,.,$
01559+0151,STF 186,AB,28.9708,1.8497,2022.0846,y,0.5872,0.0047,77.12,0.14,0.2,0.0156,q,3,1,Gaia DR3 2511415438379573504,,.,$
02020+0246,STF 202AB,AB,30.5083,2.7636,2020.8802,y,1.8242,0.0023,261.1,0.07,3.6,0.0,q,1,1,Gaia DR3 2517584007848935808,,.,$
02037+2556,STF 208AB,AB,30.9125,25.9353,2021.8642,y,1.4743,0.003,346.13,0.24,2.6,0.3559,q,8,3,Gaia DR3 105599987245304192,Gaia DR3 105599987245451136,.,.
02037+2556,STF 208AB,AB,30.9125,25.9353,2022.0846,y,1.4786,0.0089,346.65,0.2,2.0,0.0701,*,3,1,Gaia DR3 105599987245304192,Gaia DR3 105599987245451136,.,.
02062+2507,STF 212,AB,31.5583,25.1086,2020.8885,y,1.9453,0.0005,161.25,0.02,0.5,0.0,*,1,1,,,$,$
02097+2021,STF 221AB,AB,32.425,20.3481,2020.8885,y,8.4267,0.0029,145.26,0.02,1.7,0.0,*,1,1,Gaia DR3 93427706330915456,Gaia DR3 93427706330915584,.,.
02109+1341,STF 224,AB,32.7167,13.6833,2020.8803,y,6.0111,0.002,243.49,0.02,0.6,0.0,*,1,1,Gaia DR3 77161217776670208,Gaia DR3 77161222072044288,.,.
02124+3018,STF 227,AB,33.0917,30.3031,2020.9389,y,3.9276,0.002,68.04,0.03,1.5,0.0,*,1,1,Gaia DR3 300312157810876544,Gaia DR3 300312157810876160,.,.
02140+4729,STF 228,AB,33.5083,47.4842,2020.9485,V,0.5347,0.0089,312.47,0.24,0.8,0.0183,q,2,1,Gaia DR3 354756945666297216,Gaia DR3 354756949962752512,.,.
02140+4729,STF 228,AB,33.5083,47.4842,2020.9208,y,0.5354,0.0025,313.12,0.21,0.8,0.0816,q,6,3,Gaia DR3 354756945666297216,Gaia DR3 354756949962752512,.,.
02140+4729,STF 228,AB,33.5083,47.4842,2021.0578,y,0.533,0.0059,313.14,0.4,0.8,0.0289,,3,1,Gaia DR3 354756945666297216,Gaia DR3 354756949962752512,.,.
02186+4017,STF 245AB,AB,34.65,40.2786,2020.9484,y,11.1516,0.0013,293.56,0.01,1.6,0.0,*,1,1,Gaia DR3 332903778403980544,Gaia DR3 332903744044242048,.,.
02257+6133,STF 257,AB,36.4167,61.5494,2020.9225,y,0.4936,0.0004,81.65,0.04,0.7,0.0,q,1,1,Gaia DR3 513573914177134592,,.,$
02265+5417,STF 260,AB,36.6125,54.2828,2020.9377,y,6.6002,0.0021,346.3,0.02,0.4,0.0,*,1,1,Gaia DR3 455602026165108352,Gaia DR3 455602026165108096,.,.
02244+1130,STF 261,AB,36.0917,11.5017,2020.8803,V,2.7322,0.018,251.81,0.38,2.0,0.0,:,1,1,Gaia DR3 24724413031769600,Gaia DR3 24724408736156800,.,.
02291+6724,STF 262AB,AB,37.2625,67.4022,2020.9213,y,2.8783,0.0015,230.53,0.19,4.3,0.2944,,4,3,Gaia DR3 517650349234855424,Gaia DR3 517650353531686144,.,.
02291+6724,STF 262AB,AB,37.2625,67.4022,2021.9602,y,2.8555,0.0015,230.02,0.24,4.0,0.35,,6,2,Gaia DR3 517650349234855424,Gaia DR3 517650353531686144,.,.
02291+6724,STF 262AC,AC,37.2625,67.4022,2020.9213,y,6.9575,0.0368,116.98,0.04,6.8,0.3,,3,2,Gaia DR3 517650349234855424,Gaia DR3 517650143080142592,.,.
02249-0207,STF 266,AB,36.2208,-6.7661,2020.8585,V,7.7606,0.0045,267.26,0.03,1.0,0.0,q,1,1,Gaia DR3 2493516351151864960,Gaia DR3 2493516351151865088,.,.
02282+2952,STF 269AB,AB,37.0458,29.8733,2020.8803,y,1.6703,0.0024,344.71,0.08,2.3,0.0,,1,1,,,$,$
02331+5828,STF 272,AB,38.2833,58.4622,2020.9405,V,1.9216,0.0018,215.99,0.05,1.7,0.0,:,1,1,Gaia DR3 458228106600944000,Gaia DR3 458228102310848768,.,.
02331+5828,STF 272,AB,38.2833,58.4622,2020.9405,y,1.9407,0.0019,215.98,0.05,1.5,0.0,:,1,1,Gaia DR3 458228106600944000,Gaia DR3 458228102310848768,.,.
02389+6918,STF 278,AB,39.7125,69.3039,2020.9213,y,0.5019,0.0008,23.14,0.09,0.7,0.0,:,1,1,Gaia DR3 541919633175525376,,.,$
02410+6539,STF 282AB,AB,40.2583,65.6439,2020.9213,V,6.6658,0.0016,294.89,0.01,0.2,0.0,*,1,1,Gaia DR3 516128010972653824,Gaia DR3 516128010970194944,.,.
02410+6539,STF 282AB,AB,40.2583,65.6439,2020.9213,y,6.6974,0.0016,294.82,0.01,0.1,0.0,*,1,1,Gaia DR3 516128010972653824,Gaia DR3 516128010970194944,.,.
02388+3325,STF 285,AB,39.6875,33.4189,2020.8803,y,1.7224,0.003,162.27,0.1,2.4,0.0,:,1,1,Gaia DR3 134588130275429376,Gaia DR3 134588130278400256,.,.
02399+3357,STF 286,AB,39.9583,33.9492,2021.877,y,2.8989,0.0019,257.91,0.04,2.7,0.0,*,1,1,,,$,$
02390+1452,STF 287,AB,39.7458,14.8603,2020.8886,V,6.7985,0.0152,73.6,0.13,2.9,0.0,*,1,1,Gaia DR3 81100806594183680,Gaia DR3 81100840953921664,.,.
02390+1452,STF 287,AB,39.7458,14.8603,2020.8886,y,6.8481,0.005,73.59,0.04,3.9,0.0,*,1,1,Gaia DR3 81100806594183680,Gaia DR3 81100840953921664,.,.
02382-1123,STF 288,AB,39.5417,-11.3847,2020.9432,V,11.8907,0.0077,215.84,0.04,3.3,0.0,*,1,1,Gaia DR3 5171880703084485504,Gaia DR3 5171880668724910336,.,.
02393-0154,STF 290AB,AB,39.825,-1.9008,2020.943,V,10.1302,0.0042,220.51,0.02,2.2,0.0,q,1,1,Gaia DR3 2496722286540377344,Gaia DR3 2496722286540377472,.,.
02411+1848,STF 291AB,AB,40.275,18.8,2020.8804,V,3.3676,0.0066,117.66,0.11,0.4,0.0,*,1,1,Gaia DR3 84532279305322368,Gaia DR3 84532275009699200,.,.
02411+1848,STF 291AB,AB,40.275,18.8,2020.8804,y,3.3877,0.0015,117.85,0.03,1.4,0.0,:,1,1,Gaia DR3 84532279305322368,Gaia DR3 84532275009699200,.,.
02412-0042,STF 295,AB,40.3083,-0.6956,2022.0298,y,3.8745,0.0148,301.2,0.22,5.3,0.0,*,1,1,Gaia DR3 2498460442625153536,Gaia DR3 2498460442625344256,.,.
02433+0314,STF 299AB,AB,40.825,3.2356,2022.0572,y,1.9748,0.0234,299.5,0.06,3.4,0.25,*,9,2,Gaia DR3 2502847975056102400,,.,$
02447-0158,STF 303,AB,41.1625,-1.9617,2020.943,V,5.7419,0.0034,181.26,0.03,1.1,0.0,*,1,1,Gaia DR3 2496017911903720064,Gaia DR3 2496017911903720192,.,.
02475+1922,STF 305AB,AB,41.8625,19.3722,2022.0572,y,3.606,0.0143,306.9,0.02,0.9,0.0,*,6,2,Gaia DR3 84625634714435968,Gaia DR3 84625630419434496,.,.
02494+3356,STF 310,AB,42.3583,33.9361,2021.877,y,2.4152,0.0033,92.53,0.08,3.1,0.0,*,1,1,Gaia DR3 139733020060280448,Gaia DR3 139733020060280320,.,.
02493+1728,STF 311AB,AB,42.3208,17.4642,2020.8886,y,3.2816,0.0031,118.38,0.05,3.6,0.0,*,1,1,Gaia DR3 83369717557815296,Gaia DR3 83369713262776960,.,.
02563+7253,STF 312AB,AB,44.0458,72.8861,2020.9213,y,1.7068,0.0012,49.46,0.04,0.8,0.0,*,1,1,Gaia DR3 547259480114344832,Gaia DR3 547259475820194944,.,.
02499+0856,STF 313,AB,42.4667,8.9394,2020.943,V,5.6891,0.0016,194.21,0.02,0.1,0.0,*,1,1,Gaia DR3 20743528104252928,Gaia DR3 20743528104253056,.,.
02529+5300,"STF 314AB,C","AB,C",43.2167,52.9972,2020.9405,y,1.6214,0.0012,315.95,0.04,1.3,0.0,:,1,1,Gaia DR3 453178393293943680,Gaia DR3 453178393297802112,.,.
02493-1033,STF 315,AB,42.3292,-10.5506,2020.9432,V,1.1764,0.0013,166.44,0.07,1.3,0.0,q,1,1,Gaia DR3 5172817109034113664,Gaia DR3 5172817109034317056,.,.
02537+3820,"STF 318AB,C","AB,C",43.425,38.3375,2021.8769,y,13.9121,0.0877,236.7,0.36,7.7,0.0,*,1,1,,Gaia DR3 143119137917418752,$,.
02527+0628,STF 323,AB,43.1625,6.4747,2020.943,V,2.7276,0.0006,277.62,0.01,0.1,0.0,*,1,1,Gaia DR3 7957921564970752,Gaia DR3 7957925860005248,.,.
03012+5902,STF 329,AB,45.2917,59.0361,2021.877,y,16.036,0.0028,273.71,0.01,2.3,0.0,*,1,1,Gaia DR3 461292995268602240,Gaia DR3 461292995268602624,.,.
02592+2120,STF 333AB,AB,44.8,21.3403,2020.8804,y,1.367,0.0006,210.46,0.02,1.6,0.0,q,1,1,Gaia DR3 108589696800254464,,.,$
02594+0639,STF 334,AB,44.8417,6.6519,2020.943,V,1.1083,0.0005,307.5,0.03,0.7,0.0,q,1,1,Gaia DR3 7264202742437504,,.,$
03040+2831,"STF 339AB,C","AB,C",45.9958,28.5089,2021.9152,y,13.5828,0.0299,327.43,0.13,3.4,0.0,*,1,1,Gaia DR3 116712785628702208,Gaia DR3 116712854348178560,.,.
03030-0205,STF 341AB,AB,45.7542,-2.0864,2020.943,V,8.734,0.0058,220.99,0.04,4.1,0.0,*,1,1,Gaia DR3 5186859453068675456,Gaia DR3 5186859453068675712,.,.
03051+2755,STF 342,AB,46.2708,27.9119,2020.8804,V,3.313,0.0025,303.03,0.04,0.4,0.0,*,1,1,,,$,$
03051+2755,STF 342,AB,46.2708,27.9119,2020.8804,y,3.3109,0.0023,303.23,0.04,0.4,0.0,*,1,1,,,$,$
03054+2515,STF 346AB,AB,46.3583,25.255,2021.0386,V,0.4758,0.0032,255.78,0.04,0.3,0.0056,,3,1,,,$,$
03054+2515,STF 346AB,AB,46.3583,25.255,2020.8841,y,0.4706,0.0044,255.46,1.44,0.5,0.1247,,6,3,,,$,$
03054+2515,STF 346AB,AB,46.3583,25.255,2021.0577,y,0.4765,0.0018,256.94,0.6,0.3,0.0943,,8,3,,,$,$
03054+2515,STF 346AB,AB,46.3583,25.255,2021.9088,y,0.4793,0.0029,256.4,0.24,0.5,0.0943,,7,3,,,$,$
03054+2515,STF 346AB,AB,46.3583,25.255,2022.0846,y,0.4801,0.0035,256.41,0.25,0.2,0.0266,q,3,1,,,$,$
03054+2515,"STF 346AB,C","AB,C",46.2708,27.9119,2020.8804,y,5.2067,0.0043,1.3,0.16,6.9,0.8866,,2,1,,Gaia DR3 111968221155410048,$,.
03108+6347,STF 349AB,AB,47.7083,63.7875,2020.9213,y,5.916,0.0015,322.5,0.01,0.8,0.0,*,1,1,Gaia DR3 467121128453064448,Gaia DR3 467121330307742848,.,.
03088+3528,STF 352AB,AB,47.1875,35.4586,2021.0361,y,3.9321,0.0019,359.8,0.03,2.9,0.0,*,1,1,Gaia DR3 138655326866653440,Gaia DR3 138655326866653056,.,.
03075+1753,STF 353AB,AB,46.8875,17.8731,2021.8961,V,12.6606,0.0095,51.95,0.04,1.9,0.0,:,1,1,Gaia DR3 58850814416702208,Gaia DR3 58850810121215360,.,.
03122+3713,STF 360,AB,48.0375,37.2175,2021.0333,y,2.9422,0.0003,125.09,0.01,0.3,0.0,*,1,1,Gaia DR3 139281533098990336,Gaia DR3 139281533096982784,.,.
03123+3700,STF 361,AB,48.0792,36.9964,2021.9153,y,10.2464,0.0196,14.09,0.11,2.1,0.0,*,1,1,Gaia DR3 139265796338853888,Gaia DR3 139265796338853632,.,.
03247+7831,STF 363AB,AB,51.1833,78.5125,2021.077,y,26.5331,0.005,316.21,0.01,1.1,0.0,:,1,1,Gaia DR3 555494856565233408,Gaia DR3 555494920987976064,.,.
03247+7831,STF 363AB,AB,51.1833,78.5125,2021.8606,y,27.0873,0.0023,317.19,0.0,1.0,0.0,q,1,1,Gaia DR3 555494856565233408,Gaia DR3 555494920987976064,.,.
03136+3909,STF 364,AB,48.3958,39.1447,2021.0333,y,11.7412,0.0012,311.04,0.01,0.3,0.0,*,1,1,Gaia DR3 235724886291425280,Gaia DR3 235724881995995904,.,.
03143+2257,STF 366AB,AB,48.5708,22.9536,2021.0251,y,42.349,0.0004,33.74,0.0,6.7,0.0,,1,1,Gaia DR3 110492470394054912,,.,$
03143+2257,STF 366AB,AB,48.5708,22.9536,2021.8961,y,43.1763,0.029,33.64,0.04,6.0,0.0,*,1,1,Gaia DR3 110492470394054912,,.,$
03140+0044,STF 367,AB,48.5083,0.7392,2020.9433,V,1.2463,0.0005,128.91,0.02,0.6,0.0,,1,1,Gaia DR3 3266941486151475456,Gaia DR3 3266941481859767680,.,.
03171+4029,STF 369,AB,49.2958,40.4828,2021.0361,y,3.6182,0.0004,29.66,0.01,1.2,0.0,*,1,1,Gaia DR3 239257995109311360,Gaia DR3 239257990816959616,.,.
03204+2341,STF 375AB,AB,50.0875,23.6892,2021.0252,y,2.6803,0.0031,317.08,0.07,2.3,0.0,*,1,1,Gaia DR3 62890175323180928,Gaia DR3 62890179620549120,.,.
03245+5826,STF 378,AB,51.1125,58.4311,2020.9378,V,18.7538,0.0025,314.45,0.01,2.0,0.0,:,1,1,Gaia DR3 449780249529269504,Gaia DR3 449780249526564224,.,.
03245+5826,STF 378,AB,51.1125,58.4311,2020.9378,y,18.7437,0.005,314.39,0.02,1.2,0.0,:,1,1,Gaia DR3 449780249529269504,Gaia DR3 449780249526564224,.,.
03245+5826,STF 378,AB,51.1125,58.4311,2021.8797,y,19.2722,0.0173,313.77,0.05,1.3,0.0,:,1,1,Gaia DR3 449780249529269504,Gaia DR3 449780249526564224,.,.
03233+2058,STF 381,AB,50.8292,20.9703,2021.0387,V,1.0809,0.0034,109.15,0.18,1.6,0.0,:,1,1,Gaia DR3 61230432459246336,Gaia DR3 61230432456960640,.,.
03242+1733,STF 383,AB,51.0583,17.5494,2020.9433,V,5.5375,0.0008,119.91,0.01,1.0,0.0,*,1,1,Gaia DR3 55780840513067392,Gaia DR3 55780840513308160,.,.
03285+5954,STF 384AB,AB,52.1208,59.9067,2020.9378,V,1.9566,0.0009,272.78,0.03,1.4,0.0,*,1,1,Gaia DR3 462248947609785600,Gaia DR3 462248947615831808,.,.
03285+5954,STF 384AB,AB,52.1208,59.9067,2020.9378,y,1.9466,0.0012,272.89,0.03,1.6,0.0,q,1,1,Gaia DR3 462248947609785600,Gaia DR3 462248947615831808,.,.
03291+5956,STF 385,AB,52.2667,59.9403,2021.9535,y,2.2937,0.0051,162.1,0.13,4.8,0.0,*,1,1,Gaia DR3 462250738616785152,Gaia DR3 462250665599325440,.,.
03350+6002,STF 400AB,AB,53.7542,60.0414,2020.9377,y,1.6426,0.0006,268.85,0.02,1.6,0.0,q,1,1,Gaia DR3 450345084978808704,Gaia DR3 450345089271313536,.,.
03350+6002,STF 400AB,AB,53.7542,60.0414,2021.8979,y,1.6423,0.0125,269.19,0.18,1.5,0.0816,q,9,3,Gaia DR3 450345084978808704,Gaia DR3 450345089271313536,.,.
03350+6002,STF 400AB,AB,53.7542,60.0414,2021.9699,y,1.6569,0.002,269.36,0.06,1.2,0.0543,*,3,1,Gaia DR3 450345084978808704,Gaia DR3 450345089271313536,.,.
03307-0416,STF 408,AB,52.6625,-4.2731,2020.9432,V,1.1106,0.0008,319.96,0.04,0.7,0.0,q,1,1,Gaia DR3 3248500408410673152,Gaia DR3 3248500408411157760,.,.
03401+3407,STF 425AB,AB,55.0292,34.1164,2021.0252,y,1.8653,0.0006,56.91,0.02,1.2,0.0,,1,1,Gaia DR3 218231518853187712,Gaia DR3 218231518853187840,.,.
03442+3207,STF 437AB,AB,56.0375,32.1192,2021.0252,V,11.064,0.015,310.53,0.08,2.7,0.0,:,1,1,,Gaia DR3 216679558191760640,$,.
03442+3207,STF 437AB,AB,56.0375,32.1192,2021.0252,y,11.0208,0.0112,310.18,0.06,1.7,0.0,:,1,1,,Gaia DR3 216679558191760640,$,.
03495+5239,STF 446AB,AB,57.3625,52.6553,2020.9378,y,8.7261,0.0214,253.69,0.14,3.6,0.0,*,1,1,Gaia DR3 443789457348784640,Gaia DR3 443789457348785152,.,.
03479+3336,STF 448,AB,56.9667,33.5997,2020.9406,y,3.2704,0.0173,13.04,0.3,2.8,0.0,*,1,1,Gaia DR3 218003267115059968,Gaia DR3 218003267115849472,.,.
